UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b
2019/09/07T00:00:29z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,68.00,61,54.05,851.99,0.00,30944,31,430,14.08,20.12,22.77,14.08,20.12,22.77,2483.81,746.52,121.52,9.33,1.54,1.00,14.13,18.72,19.80,14.13,18.72,19.80,2648.28,756.67,99.15,6.35,0.65,0.43
2019/09/07T00:01:49z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,68.00,61,54.05,851.99,0.00,30944,31,510,15.22,19.44,21.24,15.22,19.44,21.24,2542.20,766.87,99.89,6.18,1.42,0.71,15.87,19.93,22.15,15.87,19.93,22.15,2789.54,807.33,104.70,6.43,2.00,0.61
2019/09/07T00:03:09z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,61,53.11,852.01,0.00,30944,31,590,15.45,19.95,22.77,15.45,19.95,22.77,2647.09,790.86,100.55,11.05,3.14,0.59,15.43,20.59,22.33,15.43,20.59,22.33,2805.33,812.74,108.07,5.09,1.61,0.61
2019/09/07T00:04:29z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,61,53.11,852.05,0.00,30944,31,670,14.02,19.80,22.57,14.02,19.80,22.57,2431.30,732.54,117.43,9.78,2.43,0.83,14.89,19.77,22.18,14.89,19.77,22.18,2717.59,774.32,102.93,8.86,2.55,0.14
2019/09/07T00:05:49z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,61,53.11,852.07,0.00,30944,31,750,14.07,19.37,22.52,14.07,19.37,22.52,2584.24,765.00,114.80,6.65,3.57,2.43,15.26,21.61,23.74,15.26,21.61,23.74,2762.02,795.57,125.98,9.87,2.30,0.48
2019/09/07T00:06:20z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,62,53.55,852.11,0.00,30944,31,30,13.87,18.87,19.87,13.87,18.87,19.87,1486.60,451.60,70.53,6.27,0.00,0.00,15.33,18.56,19.22,15.33,18.56,19.22,1727.67,526.22,71.00,1.78,0.00,0.00
2019/09/07T00:07:40z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,61,53.11,852.00,0.00,30944,31,110,15.16,21.42,24.82,15.16,21.42,24.82,2715.33,803.82,123.87,10.44,3.64,3.07,15.21,20.93,22.05,15.21,20.93,22.05,2718.35,781.60,121.63,4.93,0.84,0.00
2019/09/07T00:09:00z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,62,53.55,852.06,0.00,30944,31,190,14.76,19.31,20.71,14.76,19.31,20.71,2493.93,747.07,112.73,5.91,0.58,3.07,16.82,20.47,23.76,16.82,20.47,23.76,2810.87,816.53,110.36,9.24,4.00,0.00
2019/09/07T00:10:20z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,62,53.55,852.08,0.00,30944,31,270,15.15,19.96,22.80,15.15,19.96,22.80,2598.26,783.15,111.78,8.48,2.65,1.35,15.73,20.22,21.78,15.73,20.22,21.78,2731.60,786.60,111.00,5.47,1.24,0.62
2019/09/07T00:11:40z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,63,53.99,852.10,0.00,30944,31,350,14.93,19.37,21.26,14.93,19.37,21.26,2507.09,754.76,95.70,7.48,1.74,1.74,15.53,21.45,23.06,15.53,21.45,23.06,2842.60,818.17,120.64,6.04,1.45,0.62
