UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b
2019/09/04T00:00:14z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,64.00,66,52.42,851.01,0.00,30944,31,350,24.89,27.57,31.41,22.64,27.57,31.41,4416.27,1375.41,64.66,8.59,4.41,1.95,9.98,12.47,14.80,9.98,12.47,14.80,1846.40,528.73,56.93,7.20,2.71,0.71
2019/09/04T00:01:34z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,64.00,66,52.42,851.02,0.00,30944,31,430,17.67,20.74,24.60,17.36,20.74,24.60,3060.71,944.14,79.76,6.62,4.43,3.19,11.61,15.30,15.87,11.61,15.30,15.87,2167.24,610.48,74.09,4.43,0.52,0.71
2019/09/04T00:02:54z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,64.00,66,52.42,851.05,0.00,30944,31,510,11.49,15.44,17.49,11.49,15.44,17.49,2070.70,628.84,75.56,8.00,1.35,0.65,12.80,17.18,19.02,12.80,17.18,19.02,2360.25,673.73,85.18,6.59,1.77,0.64
2019/09/04T00:04:14z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,64.00,66,52.42,851.02,0.00,30944,31,590,12.74,17.46,18.67,12.74,17.46,18.67,2218.37,669.02,84.93,7.78,0.78,0.78,12.83,17.87,21.83,12.83,17.87,21.83,2499.33,698.76,96.72,13.83,3.83,1.30
2019/09/04T00:05:34z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,64.00,66,52.42,851.09,0.00,30944,31,670,11.13,14.72,16.74,11.13,14.72,16.74,2006.15,594.46,77.65,5.65,1.83,1.13,11.49,15.36,17.78,11.49,15.36,17.78,2186.33,616.07,81.33,10.44,2.44,1.30
2019/09/04T00:06:54z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,66,51.46,851.10,0.00,30944,31,750,12.46,15.93,18.28,12.46,15.93,18.28,2125.57,646.22,87.74,6.52,2.00,1.35,13.96,17.13,18.36,13.96,17.13,18.36,2453.33,713.24,80.56,4.49,0.71,1.30
2019/09/04T00:07:24z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,66,51.46,851.09,0.00,30944,31,30,13.00,16.54,17.23,13.00,16.54,17.23,1280.31,411.38,51.46,2.00,1.08,0.00,10.67,13.11,13.67,10.67,13.11,13.67,1301.67,370.89,42.44,2.22,0.44,0.00
2019/09/04T00:08:44z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.04,0.00,30944,31,110,18.36,23.44,24.89,17.49,23.27,24.89,3180.80,972.71,104.20,7.42,0.80,0.00,14.19,17.51,19.21,14.19,17.51,19.21,2624.87,742.04,83.49,6.47,0.60,0.00
2019/09/04T00:10:04z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.04,0.00,30944,31,190,9.90,13.27,15.46,9.90,13.27,15.46,1805.05,542.05,75.88,7.17,1.90,1.90,9.17,11.85,12.72,9.17,11.85,12.72,1806.32,515.13,56.68,4.04,1.23,0.00
2019/09/04T00:11:24z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.06,0.00,30944,31,270,9.80,13.16,15.68,9.80,13.16,15.68,1853.52,534.05,80.48,5.36,2.23,1.50,11.07,15.00,15.25,11.07,15.00,15.25,1989.68,574.18,73.77,6.05,1.23,0.00
