UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm2.5_aqi_atm,pm2.5_aqi_cf_1,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm2.5_aqi_atm_b,pm2.5_aqi_cf_1_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2019/09/03T13:26:16z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,81,37,52.28,849.93,0,30944,31,590,16.94,23.92,27.21,16.94,23.92,27.21,2926.94,880.6,144.54,9.25,2.62,2.62,17.46,23.83,25.56,17.46,23.83,25.56,3133.06,895.27,133.02,7.83,1.25,0.62,,,,,
2019/09/03T13:27:36z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,81,36,51.54,849.94,0,30944,31,670,18.62,26.51,28.84,18.4,26.29,28.84,3220.73,961.02,161.6,7.07,2.18,1.96,16.89,24.89,28.3,16.89,24.89,28.3,3072.2,885.89,159.57,10.86,4.77,0.5,,,,,
2019/09/03T13:28:56z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,79,36,49.78,848.52,0,30944,31,750,17.78,23.18,26.09,17.78,23.18,26.09,2956.53,889.6,125.38,8.44,2.36,0.62,19.17,25.61,27.76,18.93,25.61,27.76,3386.54,963.24,139.37,10.74,2.04,0.5,,,,,
2019/09/03T13:29:26z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,81,36,51.54,849.92,0,30944,31,30,18,25.31,27.46,18,25.31,27.46,1776.46,527.08,88.85,7.38,1.69,0.62,19.33,22.33,22.33,18.89,22.33,22.33,2324.67,660.56,52,0.89,0,0,,,,,
2019/09/03T13:30:46z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,81,36,51.54,849.93,0,30944,31,110,19.72,27.64,32.36,19.15,27.64,32.36,3445.79,1042.85,161.57,15.11,4.81,2.17,20.38,27.02,29.22,19.6,26.91,29.22,3629.07,1045.56,135.16,11.56,1.33,0,,,,,
2019/09/03T13:32:06z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,81,35,50.78,849.95,0,30944,31,190,18.98,25.88,30.33,18.77,25.88,30.33,3295.19,993.42,148.63,15.16,2.37,0.98,20.53,29.79,31.6,19.77,29.19,31.6,3693.38,1071.77,166.74,10.34,1.4,0.55,,,,,
2019/09/03T13:33:26z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,81,36,51.54,849.95,0,30944,31,270,17.67,25.54,30.83,17.67,25.37,30.83,3122.93,932.41,145.61,17.04,5.3,3.57,15.93,21.24,24.78,15.93,21.24,24.78,2850.2,815.31,113.47,12.22,4.04,0.67,,,,,
2019/09/03T13:34:46z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,81,36,51.54,849.86,0,30944,31,350,18.39,25.52,28.61,18.35,25.52,28.61,3182.93,960.63,151.76,11.04,3.35,1.22,17.2,23.42,27.47,17.02,23.38,27.47,3072.47,875.4,134.31,11.87,4.13,1.2,,,,,
2019/09/03T13:36:06z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,81,36,51.54,849.89,0,30632,31,430,17.17,24.74,28.96,17.17,24.74,28.96,3070.66,924.3,151.15,10.3,4.72,3.15,17.42,23.24,24.51,17.27,23.16,24.51,3054,868.49,130.51,6.98,0.58,1.2,,,,,
2019/09/03T13:37:26z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,81,36,51.54,849.87,0,30944,31,510,16.64,23.77,27.28,16.64,23.77,27.28,2907.38,881.96,144.32,14.17,2.68,1.06,19.6,25.91,28.67,19.36,25.91,28.67,3466.67,989.02,140.96,10.93,2.71,0.67,,,,,
2019/09/03T13:38:46z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,81,36,51.54,849.8,0,30944,31,590,17.17,24.94,28.55,17.17,24.94,28.55,3041.17,920.15,147.62,10.89,3.28,1.79,19.53,25.33,27.2,19.27,25.33,27.2,3344.4,963.24,144.22,8.18,0.62,0.67,,,,,
2019/09/03T13:40:06z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,81,36,51.54,849.87,0,30944,31,670,16.77,23.84,27.3,16.77,23.84,27.3,3028.3,895.2,141.68,10.23,3.82,2.32,17.13,24.13,27.39,17.07,24.13,27.39,3197.02,921.96,140.85,12.87,2.57,0.67,,,,,
2019/09/03T13:41:26z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,81,36,51.54,849.86,0,30944,31,750,17.4,25.74,28.44,17.4,25.74,28.44,3142.33,933.26,151.26,10.88,1.58,0.84,18.89,24.64,28.3,18.77,24.64,28.3,3249.07,930.43,136.25,10.77,4.23,0.18,,,,,
2019/09/03T13:41:57z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,81,37,52.28,849.67,0,29696,31,30,15.67,21.33,23.53,15.67,21.33,23.53,1817,543.47,77.87,4.67,1.47,0.53,19.22,22.44,23,18.78,22.44,23,2192,633.22,71.78,0.22,0.22,0.22,,,,,
2019/09/03T13:43:17z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,81,36,51.54,849.76,0,30944,31,110,17.51,25,29.13,17.47,25,29.13,3125.2,941.13,145.98,12.09,5.02,1.47,18.8,24.52,25.98,18.54,24.52,25.98,3413.48,973.96,129.2,6.35,1.09,0.57,,,,,
2019/09/03T13:44:37z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,80,37,51.4,849.75,0,30944,31,190,17.47,23.51,27.38,17.43,23.51,27.38,3052.6,909.26,130.21,11.36,3.96,1.7,14.77,22.63,24.3,14.77,22.63,24.3,2778.35,795.09,138.44,12.05,1.77,0.57,,,,,
2019/09/03T13:45:57z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,80,37,51.4,849.75,0,30944,31,270,17.65,25.72,28.98,17.65,25.72,28.98,3109.3,936.59,161.3,11.39,2.96,0.87,16.65,22.91,24.24,16.65,22.91,24.24,2907.59,839.87,127.09,9.04,1.52,0.57,,,,,
2019/09/03T13:47:17z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,80,37,51.4,849.8,0,30944,31,350,17.73,24.89,28.93,17.73,24.82,28.93,3098.11,931.16,141.61,14.32,3.23,1.82,17.54,23.59,24.87,17.54,23.59,24.87,3067.37,879.87,134.8,6.26,1.83,0.57,,,,,
2019/09/03T13:48:37z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,80,37,51.4,849.77,0,30944,31,430,17.54,24.15,26.8,17.54,24.15,26.8,3068.15,912.04,145.11,9.7,1.96,1.96,17.87,25.34,28.26,17.87,25.34,28.26,3227.94,938.98,152.62,10.43,2.38,0.57,,,,,
2019/09/03T13:49:57z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,80,38,52.12,849.77,0,30944,31,510,19.49,27.47,30.77,19.23,27.47,30.77,3295.09,1000.02,156.21,12.09,3.62,2.6,19.47,26.64,28.4,19.02,26.64,28.4,3359.8,993.62,164.69,8.93,1.29,0.57,,,,,
2019/09/03T13:51:17z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,80,37,51.4,849.75,0,30944,31,590,19.64,27.16,30.2,19.31,27.09,30.2,3366.07,1015.98,150.6,11.73,2.53,0.44,21.16,29.09,30.7,20.21,28.56,30.7,3684.07,1065.07,168.23,9.95,0.6,0.57,,,,,
2019/09/03T13:52:37z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,80,38,52.12,849.72,0,30944,31,670,17.91,26.94,29.06,17.91,26.94,29.06,3181.09,957.26,158.04,7.7,1.74,0.94,19.76,26.29,28.89,19.4,26.29,28.89,3451.47,994.4,145.64,10.58,2.76,0.62,,,,,
2019/09/03T13:53:57z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,81,38,53.01,849.83,0,30944,31,750,18.54,27.13,30.02,18.54,27.09,30.02,3292.89,993.87,162.43,11.48,1.52,0.91,19.69,28.33,31.07,19.58,28.24,31.07,3514.87,1016.73,161.82,13.91,2.71,0.62,,,,,
2019/09/03T13:54:27z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,80,37,51.4,849.8,0,30944,31,30,18.13,24.2,26.67,17.87,24.2,26.67,1998.6,604.27,93.07,5.47,1.6,0.93,20.33,24.44,24.44,19.44,24.44,24.44,2332.67,690.22,75,0.89,0,0,,,,,
2019/09/03T13:55:47z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,80,38,52.12,849.74,0,30944,31,110,19.95,28.18,32,19.57,28.18,32,3386.05,1016.18,169.59,14.41,4.41,2.23,20.16,27.45,28.8,19.68,27.39,28.8,3512.32,1025.05,157.73,7.95,0.5,0,,,,,
2019/09/03T13:57:07z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,79,38,51.23,849.94,0,30944,31,190,18.25,25.82,28.64,18.23,25.8,28.64,3183,949.48,153.5,10.14,2.68,0.59,17.73,25,26.55,17.68,25,26.55,3207.95,914.25,147.27,7.95,0.55,0,,,,,
2019/09/03T13:58:27z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,79,39,51.94,849.94,0,30944,31,270,17.82,25.2,28.7,17.82,25.2,28.7,3080.86,919.18,144.89,15,2.14,1.09,17.47,24.67,26.22,17.44,24.67,26.22,3149.73,905.76,139.78,7.38,1.42,0,,,,,
2019/09/03T13:59:47z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,79,38,51.23,849.84,0,30944,31,350,18.45,25.82,28.84,18.45,25.82,28.84,3197.11,962.02,147.02,10,2.27,1.64,17.77,24.61,26.91,17.77,24.61,26.91,3146.8,914.84,143.86,7.59,2.23,1.14,,,,,
2019/09/03T14:01:07z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,80,38,52.12,849.87,0,30944,31,430,18.72,25.85,28.35,18.59,25.78,28.35,3192.2,951.26,150.83,9.7,1.91,1.35,19.41,26.89,30.24,19.11,26.89,30.24,3436.3,997.2,152.98,11.91,3.78,0.17,,,,,
2019/09/03T14:02:27z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,79,38,51.23,849.87,0,30944,31,510,18.37,26.22,29.39,18.37,26.22,29.39,3212.09,961.91,147.04,10.65,1.91,1.52,19.4,25.48,27.69,19.08,25.48,27.69,3442.56,994.25,128.83,7.71,1.71,0.5,,,,,
2019/09/03T14:03:47z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,79,39,51.94,849.89,0,30944,31,590,19.16,27.76,31.71,18.67,27.42,31.71,3307.87,997.09,166.67,16.27,3.64,2.89,16.94,23.02,24.49,16.91,23.02,24.49,2931.57,842.83,133.26,8.04,1.23,0.5,,,,,
2019/09/03T14:05:07z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,79,39,51.94,849.86,0,30944,31,670,18.06,25.28,28.85,18.06,25.28,28.85,3124.6,942.96,152.72,10.94,3.87,1.66,18.53,25.58,27.87,18.22,25.58,27.87,3306.33,941.09,138.38,11.29,2.27,0.27,,,,,
2019/09/03T14:06:27z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,79,39,51.94,849.92,0,30944,31,750,19.24,25.26,29.54,19.15,25.26,29.54,3293.74,974.57,145.37,12.74,3.09,2.87,17.86,24.82,27.89,17.84,24.82,27.89,3143.45,919.3,144.55,12.82,2,0.27,,,,,
2019/09/03T14:06:58z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,79,39,51.94,849.85,0,30944,31,30,18.93,23.4,26.33,18.87,23.4,26.33,1965.2,588.8,74.6,6,1.2,0.67,19.89,23.56,23.56,19.44,23.56,23.56,2194.33,660.67,74.89,0.44,0,0,,,,,
2019/09/03T14:08:18z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,79,39,51.94,849.88,0,30944,31,110,18.87,26.47,29.98,18.85,26.47,29.98,3246.45,977.19,153.96,12.43,1.79,1.79,19.93,27.57,30.46,19.39,27.2,30.46,3454.5,1021.48,166.59,11.65,3.13,0.35,,,,,
2019/09/03T14:09:38z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,79,39,51.94,849.91,0,30944,31,190,18.31,25.47,27.62,18.31,25.47,27.62,3107.4,933.89,143.93,6.93,1.38,0.67,19.36,25.85,27.72,18.87,25.85,27.72,3386.36,991.51,137.55,8.72,2.47,0.34,,,,,
2019/09/03T14:10:58z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,79,39,51.94,849.84,0,30944,31,270,17.89,24.61,27.54,17.78,24.61,27.54,3072.65,927.3,146.91,10.57,1.35,0.61,18.89,27.55,31.38,18.89,27.49,31.38,3376.28,972.72,174.17,17.36,5.19,0.34,,,,,
2019/09/03T14:12:18z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,79,38,51.23,849.92,0,30944,31,350,16.93,24.07,27.33,16.93,24.07,27.33,2963.53,886.58,147.58,10.84,1.87,1.24,18.83,26.02,27.48,18.56,25.83,27.48,3362.19,968.31,152.92,8.5,1.37,0.83,,,,,
2019/09/03T14:13:38z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,79,38,51.23,849.91,0,30944,31,430,15.8,23.88,28.2,15.8,23.88,28.2,2808.49,844.1,147.98,14.08,3.06,2.65,17.36,24.02,25.73,17.24,24.02,25.73,3049.73,892.62,138.58,8.62,1.73,0.83,,,,,
2019/09/03T14:14:58z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,78,39,51.05,849.9,0,30944,31,510,17.85,25.81,29.04,17.85,25.81,29.04,3087,937.57,150.34,10.81,3.23,1.91,17.5,24.8,27.78,17.39,24.8,27.78,3107.09,905.98,143.74,12.91,2.39,0.65,,,,,
2019/09/03T14:16:18z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,78,39,51.05,849.88,0,30944,31,590,17.07,24.43,27.85,17.07,24.43,27.85,2969.87,884.41,148.35,12.26,2.91,1.65,16.57,23.06,26.72,16.51,23.06,26.72,3012.26,872.79,141.19,10.43,3.66,0.65,,,,,
2019/09/03T14:17:38z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,78,39,51.05,849.87,0,30944,31,670,17.85,24.45,28.06,17.64,24.45,28.06,3112.91,933.4,153.23,11.36,2.68,1.65,19,27.85,31.89,18.63,27.63,31.89,3565.3,1015.72,165.72,13.48,4.61,0.96,,,,,
2019/09/03T14:18:58z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,78,39,51.05,849.92,0,30944,31,750,18.96,26.58,30.78,18.87,26.53,30.78,3304.8,1006.51,161.22,12.84,3.47,1.91,20.6,28.19,31.64,19.83,28.09,31.64,3657.38,1061.55,162.89,11.7,3.36,0.43,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ets Jan  8 2013,rst cause:1, boot mode:(3,0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
load 0x4010f000, len 1384, room 16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tail 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chksum 0x2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
csum 0x2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v0fd86a07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~ld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PurpleAir Ver: 3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FlashChipRealSize: 2097152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detecting I2C...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0h00:00.046 32728/1/32720 2019/09/03T14:19:00z:RETRY: Found RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0h00:00.461 32872/1/32680 2019/09/03T14:19:00z:BME280 (0x76),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/09/03T14:19:30z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,78,39,51.05,849.77,0,30944,31,30,17.67,23.8,27,17.67,23.8,27,1803.2,541.13,82.13,8.4,4.4,2.53,19.44,24.56,24.56,19,24.56,24.56,2305,687.89,95.67,0.44,0,0,,,,,
2019/09/03T14:20:50z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,78,39,51.05,849.89,0,30944,31,110,15.93,22.33,26.24,15.93,22.33,26.24,2833.24,844.04,133.67,11.22,4,2.3,18.33,23.69,25.58,18.07,23.69,25.58,3221.93,924.11,127.13,7.6,2,0,,,,,
2019/09/03T14:22:10z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,39,50.15,848.87,0,30944,31,190,17,23.11,27.98,17,23.11,27.98,3065,905,130.33,12.18,4.36,2.49,19.19,26.26,28.02,19.02,26.16,28.02,3386.58,985.7,149.47,8.88,1.72,0,,,,,
2019/09/03T14:23:30z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,78,40,51.73,849.86,0,30944,31,270,17.37,23.59,25.54,17.37,23.59,25.54,3021.78,904.98,117.57,8.04,2.57,1.3,17.8,25.11,28.82,17.8,25.11,28.82,3247.4,926.09,149.27,14.71,3.64,0.22,,,,,
2019/09/03T14:24:50z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,78,40,51.73,849.89,0,30128,31,350,17.09,23.28,24.87,17.09,23.28,24.87,3083.62,908.36,130.13,5.66,1.53,0.85,16.8,23.07,26.96,16.73,23.07,26.96,2954.73,861.36,132.22,14.53,2.84,0.04,,,,,
2019/09/03T14:26:10z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,78,40,51.73,849.91,0,30448,31,430,16.89,23.41,28.09,16.89,23.41,28.09,3052.04,909.76,143.43,12.78,4.74,2.83,18.98,24.48,27.28,18.98,24.48,27.28,3255.98,958.02,123.7,12.39,1.35,0.04,,,,,
2019/09/03T14:27:30z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,40,50.84,849.9,0,30448,31,510,16.98,23.14,28.27,16.98,23.14,28.27,2970.34,888.48,131.91,13.95,5.86,3,17.4,22.82,24.71,17.4,22.82,24.71,3075.67,887.93,127.89,9.82,0.62,0.04,,,,,
2019/09/03T14:28:50z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,40,50.84,849.93,0,30448,31,590,17.67,23.51,25.98,17.67,23.51,25.98,3096.6,921.02,130.56,7.42,2.84,1.78,16.22,21.93,25.63,16.09,21.93,25.63,2827.5,820.93,137.09,10.61,3.13,0.7,,,,,
2019/09/03T14:30:10z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,40,50.84,849.88,0,30448,31,670,17.57,24.79,27.11,17.57,24.79,27.11,3079.85,929.36,149.13,8.98,2.26,0.89,16.91,22.96,25.8,16.91,22.96,25.8,2982.85,861.41,129.07,12.91,1.96,0.7,,,,,
2019/09/03T14:31:30z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,41,51.5,849.94,0,30736,31,750,17.51,24.62,25.93,17.47,24.62,25.93,3034.13,908.58,149.71,8.18,1.6,0.27,18.42,23.93,28.29,18.27,23.93,28.29,3243.47,936.53,136.02,11.69,4.67,2.09,,,,,
2019/09/03T14:32:00z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,41,51.5,850.01,0,30944,31,30,12.13,17.53,19.2,12.13,17.53,19.2,1502.4,460,75.6,5.47,1.2,0.53,11.89,15.56,15.56,11.89,15.56,15.56,1561.33,437.89,53.67,0,0,0,,,,,
2019/09/03T14:33:20z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,41,51.5,849.93,0,30944,31,110,16.5,22.91,27.84,16.5,22.91,27.84,2968.64,892.68,126.61,13.77,4,2.5,17,22.76,25.58,17,22.76,25.58,3093.6,880.49,117.89,13.07,1.91,0.67,,,,,
2019/09/03T14:34:40z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,41,51.5,850,0,30944,31,190,18.43,25.04,27.85,18.26,25.02,27.85,3144.26,944.57,125.13,10.43,1.74,1.28,18,23.48,27.11,18,23.48,27.11,3237.26,915.93,123.83,11.48,3.65,0.67,,,,,
2019/09/03T14:36:00z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,41,51.5,849.96,0,30944,31,270,18.22,23.53,26.22,18.22,23.53,26.22,3080,914.58,116.51,8.62,2.49,1.02,18.89,24.66,26.91,18.89,24.66,26.91,3247.21,948.79,128.17,8.55,2.09,0.67,,,,,
2019/09/03T14:37:20z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,41,51.5,849.96,0,30944,31,350,17.41,24.32,28.5,17.41,24.32,28.5,2992.5,914.8,137.93,12.05,4.23,2.27,18.71,26.73,29.32,18.63,26.68,29.32,3414.66,973.2,151.71,11.32,2.63,0.67,,,,,
2019/09/03T14:38:40z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,41,51.5,849.99,0,30944,31,430,17.07,23.84,27.73,17.07,23.84,27.73,3101.93,927.6,140.6,12.98,4.49,2.04,16.76,22.26,24.04,16.76,22.26,24.04,2970.85,835.57,124.76,8.3,1.74,0.67,,,,,
2019/09/03T14:40:00z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,41,51.5,850,0,30944,31,510,18.53,23.66,28.21,18.45,23.66,28.21,3068.23,917.85,139.34,9.7,4.85,3.62,17.6,25.29,28.73,17.6,25.2,28.73,3150.27,919.69,154.44,11.91,2.89,0.67,,,,,
2019/09/03T14:41:20z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,41,51.5,849.99,0,30944,31,590,19.3,26.7,28.91,19.26,26.7,28.91,3395.62,994.21,148.28,10.77,2.21,1.62,18.04,24.59,27.93,18.04,24.59,27.93,3242.02,938.33,138.67,12,3.52,0.67,,,,,
2019/09/03T14:42:40z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,41,51.5,849.92,0,30944,31,670,17.36,25.33,28.51,17.36,25.33,28.51,3051.13,913.89,142.47,10.58,3.38,1.2,18.72,24.64,26.91,18.72,24.64,26.91,3312.26,956.68,136.53,8.21,1.4,0.67,,,,,
2019/09/03T14:44:00z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,41,51.5,849.81,0,30944,31,750,18.74,25.7,30.04,18.57,25.5,30.04,3182.35,958.78,148.87,13.96,3.52,2.09,18.02,24.61,27.32,18.02,24.61,27.32,3208.57,938.27,132.7,9.59,2.73,0.68,,,,,
2019/09/03T14:44:31z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,41,51.5,849.73,0,30944,31,30,17.07,23.53,26.13,17.07,23.53,26.13,1883.8,566.4,90.87,6,3.2,3.2,19.44,23.56,24.44,19,23.56,24.44,2438,682,75,2,0.67,0.67,,,,,
2019/09/03T14:45:51z,80:7d:3a:2b:d8:6d,3,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,77,41,51.5,849.92,0,30944,31,110,17.13,22.27,26.6,17.13,22.27,26.6,2999.33,889.29,125.73,9.33,3.82,3.2,16.75,24.25,26.87,16.75,24.25,26.87,3102.9,885.95,144.02,11.25,2.5,0.67,,,,,
