UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b
2019/09/11T00:01:15z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,67,55.68,851.15,0.00,30944,31,511,2.18,3.44,3.76,2.18,3.44,3.76,692.67,195.69,26.49,1.38,0.35,0.35,3.17,4.00,4.00,3.17,4.00,4.00,727.85,200.55,17.06,0.64,0.76,0.00
2019/09/11T00:02:35z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,67,55.68,851.11,0.00,30944,31,591,1.33,2.24,2.24,1.33,2.24,2.24,444.26,130.83,13.17,0.70,0.35,0.35,2.09,2.91,3.64,2.09,2.91,3.64,609.67,164.38,19.69,2.71,0.76,0.00
2019/09/11T00:03:55z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,67,55.68,851.07,0.00,30944,31,671,1.91,2.41,3.39,1.91,2.41,3.39,450.46,132.89,16.96,2.04,1.22,0.61,1.83,2.59,2.59,1.83,2.59,2.59,636.39,177.28,16.87,2.71,0.76,0.00
2019/09/11T00:05:15z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,67,55.68,851.13,0.00,30944,31,751,2.04,2.85,3.89,2.04,2.85,3.89,497.41,145.67,20.26,3.65,0.70,0.61,2.18,2.84,2.84,2.18,2.84,2.84,582.48,156.59,21.77,2.71,0.76,0.00
2019/09/11T00:05:47z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,67,55.68,850.94,0.00,30944,31,31,1.53,2.40,3.27,1.53,2.40,3.27,269.20,75.53,7.60,1.47,1.07,1.07,1.33,1.78,1.78,1.33,1.78,1.78,255.67,81.00,3.56,0.00,0.00,0.00
2019/09/11T00:07:07z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,67,55.68,851.09,0.00,30944,31,111,2.45,3.13,3.83,2.45,3.13,3.83,548.55,163.49,22.77,1.87,1.07,1.07,1.98,2.38,2.93,1.98,2.38,2.93,547.13,157.20,11.64,1.24,0.58,0.58
2019/09/11T00:08:27z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,67,55.68,851.09,0.00,30944,31,191,1.78,2.62,3.56,1.78,2.62,3.56,497.87,145.51,22.40,2.76,0.09,0.09,1.91,2.83,3.28,1.91,2.83,3.28,593.04,162.57,16.64,1.36,0.58,0.58
2019/09/11T00:09:47z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,67,55.68,851.08,0.00,30896,31,271,1.91,2.24,3.49,1.91,2.24,3.49,511.47,150.49,15.96,2.04,1.24,0.58,2.14,2.93,2.93,2.14,2.93,2.93,548.25,154.34,11.73,1.27,0.58,0.58
2019/09/11T00:11:07z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,67,55.68,851.04,0.00,30896,31,351,1.96,2.85,3.63,1.96,2.85,3.63,525.13,153.24,18.65,1.48,0.61,0.61,2.00,3.33,3.33,2.00,3.33,3.33,565.89,157.11,21.52,1.27,0.58,0.58
2019/09/11T00:12:27z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,67.00,67,55.68,851.04,0.00,30896,31,431,1.70,2.57,2.57,1.70,2.57,2.57,448.16,129.73,12.23,0.95,0.61,0.61,2.09,2.93,3.11,2.09,2.93,3.11,522.00,147.93,16.36,0.93,0.58,0.58
