UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm2.5_aqi_atm,pm2.5_aqi_cf_1,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm2.5_aqi_atm_b,pm2.5_aqi_cf_1_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2020/01/05T00:21:17z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,43,55,857.03,0,36568,0,482,5.32,7.45,8.13,5.32,7.45,8.13,31,31,1098,325.04,40.49,2.72,0,0,5.16,6.84,6.9,5.16,6.84,6.9,29,29,1023,292.31,39.97,2.06,0,0,
2020/01/05T00:23:17z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,42,54,857.02,0,36568,0,602,5.18,7.1,8.32,5.18,7.1,8.32,30,30,1106.47,326.87,43.93,4.47,0.59,0.44,4.26,5.82,6.34,4.26,5.82,6.34,24,24,938.69,269.31,34.01,3.15,0.41,0,
2020/01/05T00:25:17z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,42,54,857.12,0,36568,0,722,5.38,7.37,8.13,5.38,7.37,8.13,31,31,1042.19,315.38,47.04,3.68,0.29,0,4.39,6.24,6.87,4.39,6.24,6.87,26,26,930.9,271.93,32.49,4.31,0.66,0,
2020/01/05T00:27:17z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,42,53,857.1,0,36568,0,842,4.74,6.49,7.81,4.74,6.49,7.81,27,27,1017.09,298.09,42.64,4.41,1.33,0.87,4.87,6.59,7.25,4.87,6.59,7.25,27,27,959.21,283.12,33.5,4.35,0.59,0,
2020/01/05T00:29:17z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,43,54,857.16,0,36568,0,962,4.48,6.34,7.06,4.48,6.34,7.06,26,26,928.73,282.62,41.62,2.65,0.76,0.76,4.73,6.89,8.02,4.73,6.89,8.02,29,29,1058.45,297.79,42.94,5.21,0.36,0,
2020/01/05T00:31:17z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,42,54,857.17,0,36568,0,1082,4.96,7.6,8.69,4.96,7.6,8.69,32,32,1014.9,306.09,41.94,6.14,1.31,0.86,4.01,5.47,6.09,4.01,5.47,6.09,23,23,928.8,264.87,29.06,3.17,0.4,0,
2020/01/05T00:33:17z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,42,54,857.19,0,36568,0,1202,5.51,7.32,7.84,5.51,7.32,7.84,31,31,1023.62,305.59,41.72,3.06,0,0,4.14,5.35,5.51,4.14,5.35,5.51,22,22,892.39,251.18,31.69,0.82,0,0,
2020/01/05T00:35:19z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,42,53,857.17,nan,36656,0,121,4.39,5.73,6.35,4.39,5.73,6.35,24,24,899,269.16,32.94,1.8,1.14,0,4.67,6.52,6.85,4.67,6.52,6.85,27,27,969.81,289.83,36.73,2.67,0.08,0.08,
2020/01/05T00:37:19z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,42,54,857.12,0,36568,0,241,4.71,7.06,7.48,4.71,7.06,7.48,29,29,977.55,293.27,44.67,2.76,0.24,0.24,4.01,5.58,6.29,4.01,5.58,6.29,23,23,901.83,250.88,30.29,3.86,0.49,0,
2020/01/05T00:39:19z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,42,54,857.09,0,36568,0,361,4.56,5.87,6.69,4.56,5.87,6.69,24,24,901.52,267.55,35.42,2.56,0.56,0.56,3.77,4.57,5.46,3.77,4.57,5.46,19,19,850.17,239.42,24.17,1.88,1.07,0.26,
2020/01/05T00:41:19z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.06,0,36568,0,481,4.19,5.9,6.37,4.19,5.9,6.37,25,25,872.01,264.01,34.41,2.49,0.34,0.34,3.83,5.11,5.34,3.83,5.11,5.34,21,21,851.17,240.26,25.46,2.4,0.28,0.25,
2020/01/05T00:43:19z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.08,0,36568,0,601,3.9,5.27,5.79,3.9,5.27,5.79,22,22,800.33,244.22,30.85,2.72,0.45,0.06,3.72,5.44,5.94,3.72,5.44,5.94,23,23,805.14,229.63,35.99,2.99,0.48,0,
2020/01/05T00:45:19z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.08,0,36568,0,721,3.94,5.56,6.64,3.94,5.56,6.64,23,23,862.91,260.09,32.23,3.79,0.79,0.79,3.11,4.6,5.34,3.11,4.6,5.34,19,19,785.66,222.74,28.46,3.46,0.8,0,
2020/01/05T00:47:19z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,80,40,54,857.11,0,36568,0,841,3.89,5.46,5.76,3.89,5.46,5.76,23,23,835.84,245.96,32.86,2.66,0,0,3.18,4.84,5.32,3.18,4.84,5.32,20,20,713.82,207.96,28,3.85,0.35,0,
2020/01/05T00:49:19z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,80,40,53,857.12,0,36568,0,961,3.86,5.96,7.53,3.86,5.96,7.53,25,25,800.61,242.89,45.53,3.29,1.54,1.17,3.09,4.17,4.76,3.09,4.17,4.76,17,17,718.27,196.47,24.94,1.48,0.42,0,
2020/01/05T00:51:19z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,80,40,53,857.14,0,36568,0,1081,3.79,5.31,6.66,3.79,5.31,6.66,22,22,796.06,242.07,33.19,3.97,1.18,0.79,3.12,4.14,4.64,3.12,4.14,4.64,17,17,726.5,204.55,24.18,1.48,0.39,0,
2020/01/05T00:53:19z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,40,52,857.19,0,36568,0,1201,4.12,5.48,6.17,4.12,5.48,6.17,23,23,839.83,257.12,34.12,1.86,1.3,0.09,3.07,4.44,4.82,3.07,4.44,4.82,18,18,695.45,195.99,26.06,2.54,0.2,0,
2020/01/05T00:55:21z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,40,53,857.15,nan,36656,0,122,3.58,5.71,6.48,3.58,5.71,6.48,24,24,781.79,230.52,39.46,4.04,0.65,0,2.94,4.06,5.27,2.94,4.06,5.27,17,17,757.1,207.63,31.69,2.69,1.18,0,
2020/01/05T00:57:21z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.18,0,36568,0,242,3.78,4.84,6.53,3.78,4.84,6.53,20,20,824.82,244.65,32.15,3.79,1.76,1.32,3.06,4.07,4.35,3.06,4.07,4.35,17,17,721.87,201.33,24.61,1.22,0,0,
2020/01/05T00:59:21z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.22,0,36568,0,362,4.12,5.59,7.31,4.12,5.59,7.31,23,23,861.4,259.22,35.99,3.71,2.24,1.59,3.3,5.13,6.01,3.3,5.13,6.01,21,21,767.06,214.6,36.33,3.91,1.04,0.36,
2020/01/05T01:01:21z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.2,0,36568,0,482,3.86,5.91,6.71,3.86,5.91,6.71,25,25,832.13,247.29,42.06,3.45,0.61,0.29,2.95,4.18,5.2,2.95,4.18,5.2,17,17,748,214.73,22.44,3.06,0.76,0,
2020/01/05T01:03:21z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.19,0,36568,0,602,3.6,5.4,6.66,3.6,5.4,6.66,23,23,836.96,255.87,36.37,2.37,1.14,1.14,3.46,4.97,5.72,3.46,4.97,5.72,21,21,798.79,230.22,29.09,3.06,0.88,0,
2020/01/05T01:05:21z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.2,0,36568,0,722,3.84,5.99,6.31,3.84,5.99,6.31,25,25,826.03,247.31,37.97,3.13,0,0,3.35,4.99,7.01,3.35,4.99,7.01,21,21,755.04,216.82,37.81,4.72,2.64,0.86,
2020/01/05T01:07:21z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,40,53,857.22,0,36568,0,842,3.66,5.26,6.24,3.66,5.26,6.24,22,22,780.66,234.68,37.31,1.76,1.15,0.74,3.22,4.55,4.94,3.22,4.55,4.94,19,19,738.43,208,28.96,2.7,0,0,
2020/01/05T01:09:21z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.2,0,36568,0,962,4.56,6.33,6.61,4.56,6.33,6.61,26,26,900.81,268.87,34.1,2.29,0.49,0,3.21,4.73,5.31,3.21,4.73,5.31,20,20,835.75,238.34,30.76,2.69,0.72,0,
2020/01/05T01:11:21z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.23,0,36568,0,1082,4.19,6.09,7.33,4.19,6.09,7.33,25,25,845.43,253.77,44.78,3.88,0.96,0.96,3.45,5.13,5.9,3.45,5.13,5.9,21,21,792.9,228.49,28.06,4,0.93,0,
2020/01/05T01:13:21z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.21,0,36568,0,1202,4.57,6.35,7.53,4.57,6.35,7.53,26,26,940.37,279.46,39.31,3.09,1.15,1,3.59,5.16,6.07,3.59,5.16,6.07,22,22,844.54,229.34,30.38,4.41,0.71,0,
2020/01/05T01:15:24z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,41,52,857.25,nan,36656,0,122,4.37,6.08,6.67,4.37,6.08,6.67,25,25,868.29,253.31,39.18,2.71,0.71,0,3.31,4.69,6.21,3.31,4.69,6.21,20,20,787.81,229.25,33.77,4.67,0.75,0,
2020/01/05T01:17:24z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.28,0,36568,0,242,4.41,6.1,7.31,4.41,6.1,7.31,25,25,898.41,270.65,43,2.65,1.71,0.35,3.43,4.87,5.37,3.43,4.87,5.37,20,20,841.68,239,33.87,2.09,0,0,
2020/01/05T01:19:24z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,40,53,857.28,0,36568,0,362,4.1,5.97,7.51,4.1,5.97,7.51,25,25,888.49,265.31,41.4,3.29,2.09,1.26,3.11,4.37,5.14,3.11,4.37,5.14,18,18,759.9,213.1,29.2,3.09,0.4,0.4,
2020/01/05T01:21:24z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.31,0,36568,0,482,3.74,5.3,6.67,3.74,5.3,6.67,22,22,813.17,244.03,34.77,2.86,1.31,0.49,3.28,5.25,5.51,3.28,5.25,5.51,22,22,756,212.31,32.65,4.09,0,0,
2020/01/05T01:23:24z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.26,0,36568,0,602,3.99,5.47,6.01,3.99,5.47,6.01,23,23,788.4,239.77,29.49,1.77,0.74,0.74,3.97,5.38,5.69,3.97,5.38,5.69,22,22,822.53,236.03,30.43,2.15,0,0,
2020/01/05T01:25:24z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.24,0,36568,0,722,4.01,6.21,6.73,4.01,6.21,6.73,26,26,873.18,263.3,40.39,2.72,0.12,0.06,3.03,4.57,5.77,3.03,4.57,5.77,19,19,785.66,222.19,30.49,3.86,1.66,0,
2020/01/05T01:27:24z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,41,52,857.24,0,36568,0,842,4.09,5.66,6.79,4.09,5.66,6.79,24,24,879.76,261.72,37.36,2.72,1.31,0.54,3.52,5.36,6.85,3.52,5.36,6.85,22,22,819,238.64,33.21,4.06,2.06,0,
2020/01/05T01:29:24z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,41,53,857.27,0,36568,0,962,4.06,5.82,7.39,4.06,5.82,7.39,24,24,861.97,256.73,35.92,5.07,1.3,0.85,3.99,5.99,7,3.99,5.99,7,25,25,828.04,241.28,39.91,3.4,0.96,0.48,
2020/01/05T01:31:24z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,41,53,857.2,0,36568,0,1082,4,6.46,7.77,4,6.46,7.77,27,27,867.43,262.17,37.99,6.46,1.34,1.34,3.74,5.23,6.17,3.74,5.23,6.17,22,22,799.13,232.8,33.75,2.67,0.96,0,
2020/01/05T01:33:24z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,42,54,857.18,0,36568,0,1202,4.65,6.38,7.29,4.65,6.38,7.29,27,27,910.28,273.96,43.49,2.62,0.32,0.32,3.75,5.32,5.97,3.75,5.32,5.97,22,22,795.46,228.63,35,3.24,0.85,0,
2020/01/05T01:35:26z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,41,52,857.21,nan,36656,0,121,3.82,5.94,7.12,3.82,5.94,7.12,25,25,828.12,247.61,40.86,4.78,0.94,0,3.98,6.35,6.35,3.98,6.35,6.35,26,26,939.69,267.33,41.58,2.12,0,0,
2020/01/05T01:37:26z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,41,52,857.14,0,36504,0,241,3.99,5.66,6.56,3.99,5.66,6.56,24,24,861.09,253.16,33.59,3.82,0.85,0,3.51,4.79,5.1,3.51,4.79,5.1,20,20,746.75,210.93,28.56,1.41,0,0,
2020/01/05T01:39:26z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,42,53,857.18,0,36504,0,361,4.45,6.22,7.19,4.45,6.22,7.19,26,26,892,266.64,35.83,4,0.35,0.35,3.75,5.41,6.35,3.75,5.41,6.35,23,23,828.35,233.19,30.41,3.26,1.5,0,
2020/01/05T01:41:26z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,42,53,857.24,0,36504,0,481,4.01,5.59,6.18,4.01,5.59,6.18,23,23,840.8,252.3,32.68,2.17,0.45,0.06,3.73,4.82,6.34,3.73,4.82,6.34,20,20,805.7,230.6,27.34,4.93,2.15,0,
2020/01/05T01:43:26z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,42,53,857.19,0,36504,0,601,4.37,6.34,7.74,4.37,6.34,7.74,26,26,901.06,264.51,32.91,3.82,1.59,0.74,3.78,5.22,6.32,3.78,5.22,6.32,22,22,833.43,234.44,31.74,4.74,0.47,0,
2020/01/05T01:45:26z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,42,53,857.29,0,36504,0,721,3.91,5.85,6.64,3.91,5.85,6.64,24,24,853.79,253.31,38.15,2.45,0.78,0,2.89,4.59,5.62,2.89,4.59,5.62,19,19,769.35,214.79,30.63,4.25,0.39,0,
2020/01/05T01:47:26z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,42,53,857.24,0,36504,0,841,4.06,5.31,5.54,4.06,5.31,5.54,22,22,831.13,243.55,32.06,0.63,0.45,0,3.41,5.09,6.5,3.41,5.09,6.5,21,21,816.99,233.63,37.6,4.31,2.03,0,
2020/01/05T01:49:26z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,43,52,857.28,0,36504,0,961,4.18,6,6.59,4.18,6,6.59,25,25,879.89,259.48,37.15,2.9,0.48,0.48,4.16,5.33,6.19,4.16,5.33,6.19,22,22,825.17,246.13,26.19,2.46,1.04,0.41,
2020/01/05T01:51:26z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,44,52,857.34,0,36504,0,1081,5.45,7.2,8.12,5.45,7.2,8.12,30,30,1018.17,310.67,39.93,3.01,0.81,0.38,4.18,6.03,6.37,4.18,6.03,6.37,25,25,900.18,253.32,35.01,2.15,0.12,0,
2020/01/05T01:53:26z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,44,52,857.32,0,36504,0,1201,5.79,8.13,9.63,5.79,8.13,9.63,34,34,1086.66,330.82,48.82,5.79,1.29,1.29,4.84,7.1,7.64,4.84,7.1,7.64,30,30,1066.93,301.77,35.41,3.54,1.09,0,
2020/01/05T01:55:28z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,44,53,857.36,nan,36656,0,121,5.85,8.04,9.31,5.85,8.04,9.31,33,33,1158.63,341.04,44.83,3.38,1.54,0.69,5.33,6.96,7.87,5.33,6.96,7.87,29,29,1068.72,307.98,31.72,2.7,1.61,0,
2020/01/05T01:57:28z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,46,52,857.32,0,36568,0,241,6.91,9.06,9.88,6.91,9.06,9.88,38,38,1338.85,398.96,51.45,3.22,0.69,0,6.33,8.23,9.12,6.33,8.23,9.12,34,34,1264.57,365.35,41.65,4.43,0.84,0,
2020/01/05T01:59:28z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,46,53,857.33,0,36568,0,361,6.23,9,9.86,6.23,9,9.86,38,38,1280.49,372.14,48.37,3.57,0.83,0.34,6.01,8.15,9.41,6.01,8.15,9.41,34,34,1266.4,352.53,47.31,4.53,0.79,0,
2020/01/05T02:01:28z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,74,45,51,855.11,0,36568,0,481,5.28,7.54,9.35,5.28,7.54,9.35,31,31,1118.49,329.3,44.24,5.86,1.8,0.51,5.24,6.74,7.77,5.24,6.74,7.77,28,28,1092,307.74,39.55,2.21,1.09,0.39,
2020/01/05T02:03:28z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,44,52,857.32,0,36568,0,601,6.81,8.13,10.09,6.81,8.13,10.09,34,34,1234.76,366.39,44.94,4.23,2.17,1.26,4.88,6.71,7.47,4.88,6.71,7.47,28,28,1055,298.03,34.92,2.58,1.42,0,
2020/01/05T02:05:28z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,45,53,857.35,0,36568,0,721,5.31,7.41,8.62,5.31,7.41,8.62,31,31,1166.25,323.51,41.93,3.32,1.5,0.53,5.63,7.24,8.57,5.63,7.24,8.57,30,30,1151.91,320.87,39.97,4.23,0.94,0,
2020/01/05T02:07:28z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,46,52,857.27,0,36568,0,841,5.84,7.86,8.83,5.84,7.86,8.83,33,33,1208.19,335.99,43.86,3.71,0.89,0.51,5.69,7.64,8.72,5.69,7.64,8.72,32,32,1120.97,324.22,46.52,4.54,0.9,0,
2020/01/05T02:09:28z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,47,53,857.3,0,36568,0,961,5.59,7.09,8.74,5.59,7.09,8.74,30,30,1125.78,320.12,42.64,3.51,1.57,1.57,5,6.81,7.31,5,6.81,7.31,28,28,1064.1,302.64,33.33,2.69,0.54,0,
2020/01/05T02:11:28z,80:7d:3a:2b:d8:6d,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,47,53,857.3,0,36568,0,1081,6.18,7.91,8.85,6.18,7.91,8.85,33,33,1225.41,347.41,46.19,3.71,1.03,0.24,4.93,6.81,7.27,4.93,6.81,7.27,28,28,1060.88,303.76,36.6,3.04,0.63,0,
