UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b
2019/09/10T00:00:11z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.38,0.00,30944,31,431,34.56,50.14,57.44,27.91,41.33,52.28,5867.44,1790.40,291.91,23.44,6.37,2.84,34.53,46.26,52.98,27.79,39.40,49.83,6083.74,1750.89,242.74,23.57,6.26,0.43
2019/09/10T00:01:31z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.32,0.00,30944,31,511,33.67,47.77,55.07,27.44,40.07,51.12,5633.51,1700.65,278.33,23.58,5.53,3.35,34.85,48.61,56.15,27.83,40.52,51.67,6093.00,1763.24,289.74,23.78,8.35,0.61
2019/09/10T00:02:51z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.39,0.00,30944,31,591,33.41,47.20,57.57,27.41,39.86,52.57,5615.39,1697.27,289.75,28.55,9.73,4.59,34.21,48.42,52.30,27.42,40.30,49.23,6042.07,1729.33,265.63,20.93,3.72,0.61
2019/09/10T00:04:11z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.37,0.00,30944,31,671,33.00,46.20,52.47,27.22,39.36,49.36,5529.40,1666.58,265.38,20.58,5.78,3.42,33.69,46.33,51.13,27.20,39.13,48.38,5935.33,1716.16,241.44,23.33,4.40,0.27
2019/09/10T00:05:31z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.18,0.00,30944,31,751,34.28,47.77,54.21,27.81,40.17,50.62,5687.49,1721.96,268.87,23.11,5.19,2.98,34.91,46.42,48.80,27.69,39.27,47.09,6058.20,1731.67,257.60,11.33,0.53,0.44
2019/09/10T00:06:03z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.26,0.00,30944,31,31,29.93,42.87,48.93,25.47,37.73,47.60,3058.00,931.53,154.87,16.40,2.80,0.67,34.22,43.44,44.22,28.11,37.89,44.22,3543.33,1059.78,164.22,5.56,0.44,0.00
2019/09/10T00:07:23z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.32,0.00,30944,31,111,32.35,45.80,52.00,26.96,39.11,49.17,5454.98,1641.76,268.65,18.09,5.70,3.22,33.85,46.39,51.63,27.41,39.35,48.87,5896.11,1710.13,252.28,20.83,4.78,0.00
2019/09/10T00:08:43z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.33,0.00,30944,31,191,32.57,46.70,54.57,27.09,39.59,50.80,5538.07,1667.16,281.68,21.64,8.55,4.73,33.71,46.93,51.16,27.27,39.51,48.67,5924.60,1701.38,272.13,20.58,3.56,0.00
2019/09/10T00:10:03z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.32,0.00,30944,31,271,34.07,49.39,55.70,27.67,41.04,51.46,5782.43,1730.93,284.54,25.96,4.26,3.39,37.28,50.41,54.43,28.87,41.37,50.65,6415.04,1856.02,261.87,17.70,3.57,0.22
2019/09/10T00:11:23z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.31,0.00,30944,31,351,33.17,47.83,56.59,27.17,40.07,52.00,5702.74,1701.76,283.39,27.09,6.96,5.30,36.42,49.79,56.23,28.50,41.17,51.71,6385.13,1829.67,282.58,21.17,8.46,1.50
2019/09/10T00:12:43z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.29,0.00,30944,31,431,33.94,50.23,60.00,27.49,41.40,54.00,5830.28,1750.15,302.36,32.34,7.91,4.13,36.21,50.27,55.77,28.40,41.29,51.46,6357.75,1828.04,274.25,21.67,5.37,0.83
2019/09/10T00:14:03z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,66,51.46,851.36,0.00,30944,31,511,37.98,52.45,57.66,29.34,42.34,52.41,6355.36,1908.80,281.82,22.59,4.59,3.32,39.30,54.61,61.61,29.72,43.26,54.67,6839.74,1982.54,312.83,24.87,8.48,0.96
2019/09/10T00:15:23z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.33,0.00,30944,31,591,42.67,61.18,69.53,31.29,45.89,59.20,7165.60,2145.44,366.69,28.84,5.60,3.24,45.66,60.73,69.09,32.25,45.70,58.93,7799.93,2256.52,349.80,26.93,7.27,1.50
2019/09/10T00:16:43z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.37,0.00,30944,31,671,49.00,66.26,74.19,34.06,47.85,61.45,10307.94,2577.89,341.28,24.09,6.21,3.87,43.86,61.00,65.02,31.63,46.02,56.88,7522.81,2187.93,316.60,24.47,2.47,0.60
2019/09/10T00:18:03z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.38,0.00,30944,31,751,47.40,63.95,72.28,33.14,47.02,60.42,10699.46,2534.86,316.19,25.44,7.72,4.47,38.48,50.68,55.14,29.36,41.50,51.05,6772.57,1931.59,256.52,20.27,3.55,0.60
2019/09/10T00:18:35z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.38,0.00,30944,31,31,41.93,49.73,52.67,30.73,41.07,49.13,6739.80,1499.07,119.93,6.40,2.67,0.67,35.56,44.22,46.00,28.22,38.56,45.44,3975.67,1150.22,162.56,4.89,0.44,0.00
2019/09/10T00:19:55z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.33,0.00,30944,31,111,39.21,52.51,59.26,29.98,42.47,53.70,7957.95,2040.00,273.33,20.47,5.67,4.05,36.36,47.52,50.75,28.34,39.80,48.18,6389.80,1819.43,236.34,18.45,3.27,0.23
2019/09/10T00:21:15z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.26,0.00,30944,31,191,40.49,54.53,61.36,30.20,43.16,54.67,8279.80,2121.62,276.29,20.76,7.29,4.04,36.63,50.17,55.56,28.20,40.95,51.07,6481.98,1871.88,288.00,21.46,4.00,0.54
2019/09/10T00:22:35z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,63.00,67,51.87,851.29,0.00,30944,31,271,37.70,50.86,58.77,28.95,41.66,53.20,7344.75,1953.45,281.23,18.50,7.73,3.91,36.00,49.50,53.46,28.40,40.98,50.00,6263.37,1805.29,271.02,18.58,3.04,0.08
2019/09/10T00:23:55z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,64.00,67,52.82,851.23,0.00,30944,31,351,35.50,47.89,57.87,28.15,40.17,52.50,6860.67,1844.43,256.61,26.57,7.87,5.13,36.40,49.51,54.15,28.51,40.87,50.57,6383.55,1827.19,262.40,18.13,4.51,0.77
2019/09/10T00:25:15z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,64.00,67,52.82,851.22,0.00,30944,31,431,31.49,43.63,49.42,26.44,37.98,47.58,5426.09,1621.56,250.33,18.53,4.00,3.40,32.88,45.83,49.93,26.81,38.81,47.55,5834.86,1690.76,264.19,18.55,4.48,0.19
2019/09/10T00:26:35z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,64.00,67,52.82,851.22,0.00,30944,31,511,31.81,44.04,49.94,26.57,38.09,47.94,5598.32,1630.19,251.70,20.89,3.91,1.62,34.27,46.27,50.83,27.46,39.23,48.19,6102.12,1745.00,253.42,19.58,3.62,0.83
2019/09/10T00:27:55z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,64.00,67,52.82,851.27,0.00,30944,31,591,31.23,42.09,44.95,26.35,37.07,44.58,5584.26,1589.70,217.65,13.35,2.19,0.84,32.72,44.37,48.93,27.04,38.39,47.13,5728.70,1647.24,233.52,21.00,5.26,0.43
2019/09/10T00:29:15z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,64.00,67,52.82,851.29,0.00,30944,31,671,31.69,43.44,49.90,26.71,37.75,47.88,5787.25,1636.10,251.88,15.71,6.71,2.54,32.90,43.74,48.79,27.00,37.93,47.07,5648.57,1637.48,238.69,17.57,5.76,1.33
2019/09/10T00:30:35z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,64.00,66,52.42,851.30,0.00,30944,31,751,31.56,43.40,53.40,26.47,37.82,49.96,5500.80,1609.96,250.60,25.47,10.00,3.96,33.26,45.42,48.70,27.40,39.02,46.98,5778.00,1654.05,241.14,17.40,3.12,0.51
2019/09/10T00:31:07z,80:7d:3a:2b:d8:6d,3.00,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003A+PMSX003B,64.00,67,52.82,851.33,0.00,30944,31,31,28.43,38.79,45.50,24.86,34.86,44.64,3080.57,893.36,132.29,10.71,4.43,3.43,34.56,43.00,43.44,28.00,37.44,42.89,3672.67,1060.33,127.67,4.22,0.00,0.00
